date,symbol,open,high,low,close,volume,name,lower_bound,upper_bound
2024-02-15,VET-USD,0.0358849987387657,0.0482239983975887,0.0354730002582073,0.0457190014421939,696108134.0,VeChain,0.005341125419363338,0.04433212406001984
2024-02-16,VET-USD,0.0457490012049675,0.0511879995465278,0.0442159995436668,0.0463959984481334,598398191.0,VeChain,0.005341125419363338,0.04433212406001984
2024-02-17,VET-USD,0.0463869981467723,0.0475200004875659,0.0433400012552738,0.0454390011727809,234408022.0,VeChain,0.005341125419363338,0.04433212406001984
2024-02-18,VET-USD,0.0454410016536712,0.0459799990057945,0.0437019988894462,0.0455880016088485,132666686.0,VeChain,0.005341125419363338,0.04433212406001984
2024-02-19,VET-USD,0.045559998601675,0.0479299984872341,0.0446970015764236,0.0447800010442733,134093206.0,VeChain,0.005341125419363338,0.04433212406001984
2024-02-20,VET-USD,0.0447809994220733,0.0451369993388652,0.0418500006198883,0.0443600006401538,106811828.0,VeChain,0.005341125419363338,0.04433212406001984
2024-02-22,VET-USD,0.0434050001204013,0.046679999679327,0.041627001017332,0.0448990017175674,133661162.0,VeChain,0.005341125419363338,0.04433212406001984
2024-02-24,VET-USD,0.0435900017619133,0.0449069999158382,0.0423649996519088,0.0444689989089965,63905074.0,VeChain,0.005341125419363338,0.04433212406001984
2024-02-25,VET-USD,0.0444689989089965,0.0458340011537075,0.0441399998962879,0.0449719987809658,69124300.0,VeChain,0.005341125419363338,0.04433212406001984
2024-02-26,VET-USD,0.0449759997427463,0.051410999149084,0.0449759997427463,0.0506250001490116,277371313.0,VeChain,0.005341125419363338,0.04433212406001984
2024-02-27,VET-USD,0.0506220012903213,0.0516799986362457,0.0478760004043579,0.0489219985902309,165565726.0,VeChain,0.005341125419363338,0.04433212406001984
2024-02-28,VET-USD,0.0489210002124309,0.0547650009393692,0.0459339991211891,0.048700001090765,326469788.0,VeChain,0.005341125419363338,0.04433212406001984
2024-02-29,VET-USD,0.0486879982054233,0.0501799993216991,0.0463710017502307,0.0477179996669292,163915613.0,VeChain,0.005341125419363338,0.04433212406001984
2024-03-01,VET-USD,0.0477130003273487,0.0489530004560947,0.0476320013403892,0.0488849990069866,90537493.0,VeChain,0.005341125419363338,0.04433212406001984
2024-03-02,VET-USD,0.0488880015909671,0.0514100007712841,0.0486019998788833,0.0514100007712841,131030412.0,VeChain,0.005341125419363338,0.04433212406001984
2024-03-03,VET-USD,0.0514089986681938,0.0514089986681938,0.0469809994101524,0.0490310005843639,115385473.0,VeChain,0.005341125419363338,0.04433212406001984
2024-03-04,VET-USD,0.0490470007061958,0.0526139996945858,0.0481810010969638,0.0495090000331401,191398556.0,VeChain,0.005341125419363338,0.04433212406001984
2024-03-05,VET-USD,0.0495130009949207,0.049805000424385,0.0399350002408027,0.044404000043869,233178477.0,VeChain,0.005341125419363338,0.04433212406001984
2024-03-06,VET-USD,0.0443960018455982,0.0474140010774135,0.042858000844717,0.04695999994874,130434333.0,VeChain,0.005341125419363338,0.04433212406001984
2024-03-07,VET-USD,0.04695999994874,0.0486139990389347,0.0462590008974075,0.0484399981796741,111956245.0,VeChain,0.005341125419363338,0.04433212406001984
2024-03-08,VET-USD,0.0484389998018741,0.0487309992313385,0.0456570014357566,0.0474239997565746,99594449.0,VeChain,0.005341125419363338,0.04433212406001984
2024-03-09,VET-USD,0.0474239997565746,0.0505510009825229,0.0472440011799335,0.0493960008025169,124519205.0,VeChain,0.005341125419363338,0.04433212406001984
2024-03-10,VET-USD,0.0493960008025169,0.0497170016169548,0.0470069982111454,0.0479889996349811,93981395.0,VeChain,0.005341125419363338,0.04433212406001984
2024-03-11,VET-USD,0.0479880012571811,0.0505190007388591,0.0462360009551048,0.050340000540018,137095088.0,VeChain,0.005341125419363338,0.04433212406001984
2024-03-12,VET-USD,0.050340000540018,0.05120699852705,0.0465379990637302,0.0487239994108676,129661800.0,VeChain,0.005341125419363338,0.04433212406001984
2024-03-13,VET-USD,0.0487239994108676,0.0500690005719661,0.047920998185873,0.0491820015013217,114395415.0,VeChain,0.005341125419363338,0.04433212406001984
2024-03-14,VET-USD,0.0491820015013217,0.0493340007960796,0.0450690016150474,0.0472699999809265,120330949.0,VeChain,0.005341125419363338,0.04433212406001984
2024-03-15,VET-USD,0.0472699999809265,0.0476449988782405,0.041703000664711,0.0445640012621879,134636210.0,VeChain,0.005341125419363338,0.04433212406001984
2024-03-25,VET-USD,0.0425570011138916,0.0451069995760917,0.0423440001904964,0.0447559989988803,79702765.0,VeChain,0.005341125419363338,0.04433212406001984
2024-03-26,VET-USD,0.0447559989988803,0.0461030006408691,0.0437039993703365,0.0449850000441074,85272691.0,VeChain,0.005341125419363338,0.04433212406001984
2024-03-27,VET-USD,0.0449850000441074,0.0462669990956783,0.0431019999086856,0.0443329997360706,120764891.0,VeChain,0.005341125419363338,0.04433212406001984
2024-03-28,VET-USD,0.0443329997360706,0.0479060001671314,0.0429259985685348,0.0466939993202686,110571566.0,VeChain,0.005341125419363338,0.04433212406001984
2024-03-29,VET-USD,0.0466939993202686,0.047410000115633,0.0451180003583431,0.0470860004425048,94585282.0,VeChain,0.005341125419363338,0.04433212406001984
2024-03-30,VET-USD,0.0470860004425048,0.0470860004425048,0.0446680001914501,0.0449230000376701,64791794.0,VeChain,0.005341125419363338,0.04433212406001984
2024-03-31,VET-USD,0.0449230000376701,0.046654000878334,0.0445830002427101,0.0461650006473064,66497796.0,VeChain,0.005341125419363338,0.04433212406001984
2024-04-01,VET-USD,0.0461650006473064,0.0474609993398189,0.043147999793291,0.0444260016083717,99903864.0,VeChain,0.005341125419363338,0.04433212406001984
2024-04-08,VET-USD,0.0425059981644153,0.0476169995963573,0.0414590016007423,0.0467730015516281,160403289.0,VeChain,0.005341125419363338,0.04433212406001984
2024-04-10,VET-USD,0.0435549989342689,0.0465580001473426,0.0425760000944137,0.0465009994804859,108433888.0,VeChain,0.005341125419363338,0.04433212406001984
2024-04-11,VET-USD,0.0465009994804859,0.0491539984941482,0.045533001422882,0.0481919981539249,157927865.0,VeChain,0.005341125419363338,0.04433212406001984
2024-11-24,VET-USD,0.0423280000686645,0.045244000852108,0.0392180010676384,0.045244000852108,233795001.0,VeChain,0.005341125419363338,0.04433212406001984
